Original Dataset,Operated by:,Dataset Description,PROGRAM,SITE NAME,HOURS OF OPERATION,PHONE,LOCATION,FAX,Fax 2,Phone 2,Phone 3,Phone 4,Phone 5,ADMIN,COUNTY,EMAIL,CATEGORY,Website,Additional information,Additional information - 2
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Opferman, Karen L., D.D.S.",,,"13305 Ridgeland Palos Heights
IL 60463-1808
(41.65109250348279, -87.77708625431455)",,,,,,,"Karen L. Opferman, D.D.S.",Cook,karenopferman@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"McKane, Leslie A. & Richard J., D.D.S.",,,"12721 Harlem Ave Palos Heights
IL 60463-2131
(41.66008829768907, -87.79620266072959)",,,,,,,"Leslie A. & Richard J. McKane, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kehl, Kenneth A., D.D.S.",,,"12760 Harlem Ave Palos Heights
IL 60463-2171
(41.65953971125117, -87.79632856581367)",,,,,,,"Kenneth A. Kehl, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Meehan, Michael P., D.D.S.",,,"6745 127th St Palos Heights
IL 60463-2253
(41.66087185286542, -87.78586122890573)",,,,,,,"Michael P. Meehan, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Nicorata, Steven J., D.D.S.",,,"6741 127th St Palos Heights
IL 60463-2253
(41.66087315342388, -87.78578059428132)",,,,,,,"Steven J. Nicorata, D.D.S.",Cook,steve@nicorata.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,The Dentist Tree,,,"6420 127th St Palos Heights
IL 60463-2269
(41.661086545141586, -87.77931339301932)",,,,,,,"Erik Nelson, D.D.S.",Cook,the_dentist_tree@comcast.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Gentle Dental Care,,,"11900 Hwy Palos Park
IL 60464-1200
(41.6747754315701, -87.81637408842757)",,,,,,,"David M. Kozal, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Deady, Terence A., D.D.S.",,,"12912 La Grange Rd Palos Park
IL 60464-1717
(41.655564795995936, -87.85429089557654)",,,,,,,"Terence A. Deady, D.D.S.",Cook,TERRYDEADY@AOL.COM,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Perfect Smiles,,,"13033 La Grange Rd Palos Park
IL 60464-1718
(41.653442787508226, -87.85398623055059)",,,,,,,"Lena T. Halikias, D.D.S.",Cook,jmbalh@yahoo.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Mill Creek Dental Ltd.,,,"13038 La Grange Rd Palos Park
IL 60464-1719
(41.653319647165496, -87.85419772522748)",,,,,,,"Vincent J. Greci, D.D.S.",Cook,vincegrecijr@yahoo.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Stifter, Patricia, D.D.S.",,,"8100 119th St Palos Park
IL 60464-3041
(41.67501023545105, -87.81865937376934)",,,,,,,"Patricia Stifter, D.D.S.",Cook,pstifter@depaul.edu,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Sheehan, F. Michael, D.D.S.",,,"11901 80th Ave Palos Park
IL 60464-3102
(41.674910486394374, -87.81617827720477)",,,,,,,"F. Michael Sheehan, D.D.S.",Cook,renaespo@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Garofalo, Gary S., D.D.S.",,,"8825 95th St Palos Hills
IL 60465-1010
(41.7181125550195, -87.83901938254456)",,,,,,,"Gary S. Garofalo, D.D.S.",Cook,drgary8825@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Lachajewski, David P., D.D.S.",,,"9848 Roberts Rd Palos Hills
IL 60465-1471
(41.71183635076613, -87.81774211802082)",,,,,,,"David P. Lachajewski, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Michalarias, James D., D.D.S.",,,"9900 Roberts Rd Palos Hills
IL 60465-1536
(41.71117878217359, -87.81767847078925)",,,,,,,"James D. Michalarias, D.D.S.",Cook,jmichalarias@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gianakas, Antigone P., D.D.S.",,,"10016 Roberts Rd Palos Hills
IL 60465-1537
(41.70870564659299, -87.81756155892549)",,,,,,,"Antigone P. Gianakas, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Performance Dental Care,,,"9957 Roberts Rd Palos Hills
IL 60465-1548
(41.70996591608952, -87.81745468984997)",,,,,,,"Kevin Fatland, D.D.S.",Cook,performancedentalcare@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hale, Denise D., D.D.S.",,,"9944 Roberts Rd Palos Hills
IL 60465-1555
(41.71030643980515, -87.81764249790808)",,,,,,,"Denise D. Hale, D.D.S.",Cook,denise.hale@att.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,DiFranco Periodontics,,,"10059 Roberts Rd Palos Hills
IL 60465-1560
(41.708143021714946, -87.8173823365837)",,,,,,,"Geriann DiFranco, D.D.S.",Cook,KCIN1234@COMCAST.NET,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Optimal Dental Palos,,,"10500 Roberts Rd Palos Hills
IL 60465-1934
(41.69967561502445, -87.81725595223602)",,,,,,,"Mohammed Rahima, D.D.S.",Cook,rdh.2007@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Rodriquez, Dale F., D.D.S.",,,"10661 Roberts Rd Palos Hills
IL 60465-1954
(41.69741651071403, -87.81698812380907)",,,,,,,"Dale F. Rodriquez, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Chiang, James, D.D.S.",,,"10401 Roberts Rd Palos Hills
IL 60465-1991
(41.702219586657115, -87.8171645974001)",,,,,,,"James Chiang, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Stolis, Elaine, D. D. S.",,,"8114 111th St Palos Hills
IL 60465-2206
(41.68950164607114, -87.8193497123389)",,,,,,,"Elaine Stolis, D. D. S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Bailey, Glenn E., D.D.S.",,,"8150 111th St Palos Hills
IL 60465-2255
(41.68948028652749, -87.820333866368)",,,,,,,"Glenn E. Bailey, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kirscher, Jeffery, D.D.S.",,,"8150 111th St Palos Hills
IL 60465-2255
(41.68948028652749, -87.820333866368)",,,,,,,"Jeffery Kirscher, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Michel, Kenneth J., D.D.S.",,,"8150 111th St Palos Hills
IL 60465-2255
(41.68948028652749, -87.820333866368)",,,,,,,"Kenneth J. Michel, D.D.S.",Cook,KMICHEL@OFFSERV.COM,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Worth-Palos Dentistry, Ltd",,,"7630 111th St Palos Hills
IL 60465-2302
(41.6896974370571, -87.80744783746657)",,,,,,,"Richard A. Boehm, D.D.S.",Cook,docholioday883@aol.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Demkovich, Robert J., D.D.S.",,,"10706 Roberts Rd Palos Hills
IL 60465-2314
(41.69660618482031, -87.81714400409702)",,,,,,,"Robert J. Demkovich, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Palos Orthodontics,,,"10781 Roberts Rd Palos Hills
IL 60465-2390
(41.69549025717959, -87.81692543924204)",,,,,,,"Tushar Shah, D.D.S.",Cook,palosorthodontics@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gentle Touch Dentistry, S.C.",,,"10033 Roberts Rd Palos Hills
IL 60465-5400
(41.70844301123418, -87.81739421735675)",,,,,,,"Beata Dederowski, D.M.D.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Elisabeth Ludeman Developmental Ctr,,,"114 Orchard Dr Park Forest
IL 60466-1297
(41.49392468997372, -87.68259413278892)",,,,,,,"Glenda Corbett,  Director",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Dietl, Jr., Ernest L., D.D.S.",,,"430 Forest Blvd Park Forest
IL 60466-2002
(41.483862712866554, -87.6780915855965)",,,,,,,"Ernest L. Dietl, Jr., D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Silver Lake Family Dental,,,"9611 165th St Orland Park
IL
(41.59038849305078, -87.85262249137502)",,,,,,,"Josephe E. Gradowski, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Cepele, Dalia, D.D.S.",,,"10745 Winterset Dr Orland Park
IL 60467-1106
(41.5999142289792, -87.88086321230482)",,,,,,,"Dalia Cepele, D.D.S.",Cook,dcepele@comcast.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Johnson, Thomas A., D.D.S.",,,"10737 Winterset Dr Orland Park
IL 60467-1106
(41.5999142289792, -87.8807383056529)",,,,,,,"Thomas A. Johnson, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Bennett, William J., D.D.S.",,,"10719 159th St Orland Park
IL 60467-4531
(41.60083361310385, -87.87974019735734)",,,,,,,"William J. Bennett, D.D.S.",Cook,info@smilesbybennett.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Korompilas, Louis N., D.D.S.",,,"10713 159th St Orland Park
IL 60467-4531
(41.600836634341086, -87.8795830930216)",,,,,,,"Louis N. Korompilas, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Winterset Dental Care,,,"10727 159th St Orland Park
IL 60467-4531
(41.600829815383534, -87.87994978917037)",,,,,,,"Anil K. Agarwal, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Solus, Anne F., D.D.S.",,,"15717 Wolf Rd Orland Park
IL 60467-4543
(41.60405257719511, -87.89144944936949)",,,,,,,"Anne F. Solus, D.D.S.",Cook,drsolus@att.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Orland Dental Wellness Center  P.C.,,,"15856 Wolf Rd Orland Park
IL 60467-4546
(41.60146660276461, -87.89148231673721)",,,,,,,"Wook San Kim, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Bosack, Robert C., D.D.S.",,,"16011 108th Ave Orland Park
IL 60467-5354
(41.5981738475676, -87.8816833104473)",,,,,,,"Robert Bosack, D.D.S.",Cook,r.bosack@comcast.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Absolute Dental,,,"18014 Wolf Rd Orland Park
IL 60467-5407
(41.562246927276746, -87.89040023121814)",,,,,,,"Jasmeen Singh, D.D.S.",Cook,absolutedds@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Pinewood Dental,,,"11979 143rd St Orland Park
IL 60467-7218
(41.62944045182592, -87.90828948980696)",,,,,,,"Saqib H. Mohajir, D.M.D.",Cook,smiles@pinewooddental.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Orland Advanced Dentistry,,,"11315 143rd St Orland Park
IL 60467-7221
(41.629696152966666, -87.89439755464868)",,,,,,,"Sawsan Asfour, D.D.S.",Will,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Crystal Creek Dental Care,,,"10741 165th St Orland Park
IL 60467-8713
(41.59037141123728, -87.87970645396253)",,,,,,,"Terry L. Graff, D.D.S.",Cook,tgraffdds@aol.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Dentistry & Implantology Group,,,"10730 165th St Orland Park
IL 60467-8714
(41.590615700156555, -87.88038574727501)",,,,,,,"Philip L. Cole & Robert A. Stanford, D.D.S.",Cook,dentist@healthsmile.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Bova, John E., D.D.S.",,,"16636 107th St Orland Park
IL 60467-8898
(41.587972700398915, -87.87875846122122)",,,,,,,"John E. Bova, D.D.S.",Cook,drmapleisland@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Tentler, Robert L., D.D.S.",,,"16600 107th Ct Orland Park
IL 60467-8898
(41.58883936968486, -87.8787875337135)",,,,,,,"Robert L. Tentler, D.D.S.",Cook,isneddon@drtentler.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Tinley Park Orthodontic Associates, P.C.",,,"11504 183rd St Orland Park
IL 60467-9449
(41.55706943839496, -87.896372025697)",,,,,,,"Douglas R. Prince, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Fountain Square Family Dental,,,"11041 179th St Orland Park
IL 60467-9452
(41.564307766240795, -87.88754123777892)",,,,,,,"Eric Salud, D.D.S.",Cook,kjulius@heartlanddentalcare.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Wilson, Keith P., D.D.S.",,,"211 2nd St
Peotone, IL 60468-0727
(41.335136268842064, -87.79086968109584)",,,,,,,"Keith P. Wilson, D.D.S.",Will,aphikwocm@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"March, Peter J., D.D.S.",,,"517 Governors Hwy
Peotone, IL 60468-9195
(41.33842197054719, -87.78541046748892)",,,,,,,"Peter J. March, D.D.S.",Will,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Yeung, Omar, D.D.S.",,,"22117 Governors Hwy Richton Pk
IL 60471-1249
(41.486160373808005, -87.71288167200098)",,,,,,,"Omar Yeung, D.D.S.",Cook,yeungdds@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gertsch, Russell H., D.D.S., PC",,,"4343 Sauk Trl Richton Park
IL 60471-1254
(41.4842438613, -87.7219546339906)",,,,,,,"Russell. H. Gertsch, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,That Certain Smile,,,"3677 Sauk Trl Richton Park
IL 60471-1401
(41.48426141601121, -87.7056240251249)",,,,,,,"Liqing Zhang, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gertsch, Russell, D.D.S.",,,"4343 Sauk Trail Richton Pk
IL 60471-1909
(41.4842438613, -87.7219546339906)",,,,,,,"Russell Gertsch, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,CCDPH - Robbins Dental Clinic,,,"13450 Kedzie Ave
Robbins, IL 60472-1639
(41.64785782216643, -87.69925724773535)",,,,,,,"Stephanie Ware, Building Manager",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gruber, Albert F., D.D.S.",,,"15445 Park Ave
Holland, IL 60473-1302
(41.614267840296236, -87.60739899389836)",,,,,,,"Albert F. Gruber, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,South Holland Dental,,,"15475 Park Ave
Holland, IL 60473-1377
(41.614022167987294, -87.60736670909083)",,,,,,,"Thomas A. Wiese, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Southeast Regional Dental Center - Cook County,,,"64 162nd St
Holland, IL 60473-2061
(41.60108377934665, -87.61421585488046)",,,,,,,"Linda Murray, M.D.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Elite Care Dental, PC",,,"16111 LaSalle St
Holland, IL 60473-2064
(41.60999916222937, -87.62106772899152)",,,,,,,"Shafaq Mustafa, D.D.S.",Cook,mustafa4036@comcast.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Brown, Latanya R., D.D.S.",,,"16247 Wausau Ave
Holland, IL 60473-2157
(41.599447013253325, -87.61002501422388)",,,,,,,"Latanya R. Brown, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Waryjas, Ronald J., D.D.S.",,,"401 162nd St
Holland, IL 60473-2237
(41.6007858827534, -87.6071602801857)",,,,,,,"Ronald J. Waryjas, D.D.S.",Cook,southhollandortho@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Johnson, Kenneth, D.D.S.",,,"438 162nd St
Holland, IL 60473-2258
(41.6008049895176, -87.60578920746588)",,,,,,,"Kenneth Johnson, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Prystalski, Eugene W., D.D.S.",,,"16240 Louis Ave
Holland, IL 60473-2274
(41.59983155193287, -87.60853971756435)",,,,,,,"Eugene W. Prystalski, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gorman & Sullivan, D.D.S.",,,"615 162nd St
Holland, IL 60473-2329
(41.600831969178444, -87.60095085494828)",,,,,,,"P. Gorman & J. Sullivan, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Galvan-Silva, Rosa, D.D.S.",,,"705 162nd St
Holland, IL 60473-2331
(41.60082297595818, -87.59931408885495)",,,,,,,"Rosa Galvan-Silva, D.D.S.",Cook,silvadental@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Lazzarotto, John R., D.D.S.",,,"900 162nd St
Holland, IL 60473-2471
(41.60082297595818, -87.59534807870574)",,,,,,,"John R. Lazzarotto, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Dental Care 4 U,,,"16270 Prince Dr
Holland, IL 60473-3233
(41.600012553507824, -87.58634529634197)",,,,,,,"Rajiv Khurana, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hadley, Beverly, D.D.S.",,,"16282 Prince Dr
Holland, IL 60473-3233
(41.59980630778966, -87.58612167730203)",,,,,,,"Beverly Hadley, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Infinity Smile, Ltd",,,"16280 Prince Dr
Holland, IL 60473-3233
(41.59983915770632, -87.58615695262655)",,,,,,,"Steven E. Sylvester, D.D.S.",Cook,syldds@juno.com,Dental Clinic,,,
